raceId,year,round,circuitId,name,driverRef,constructorRef,grid,quali_position,driver_champ_points,driver_champ_pos,constructor_champ_points,constructor_champ_pos,positionOrder,points,status,won_race,podium,dnf
847,2011,7,7,Canadian Grand Prix,kobayashi,sauber,13,13.0,25.0,11.0,27.0,6.0,7,6.0,Finished,0,0,0
847,2011,7,7,Canadian Grand Prix,alguersuari,toro_rosso,24,18.0,4.0,14.0,12.0,7.0,8,4.0,Finished,0,0,0
847,2011,7,7,Canadian Grand Prix,barrichello,williams,16,16.0,4.0,15.0,4.0,9.0,9,2.0,Finished,0,0,0
847,2011,7,7,Canadian Grand Prix,buemi,toro_rosso,15,15.0,8.0,13.0,12.0,7.0,10,1.0,Finished,0,0,0
847,2011,7,7,Canadian Grand Prix,rosberg,mercedes,6,6.0,26.0,10.0,52.0,5.0,11,0.0,Finished,0,0,0
847,2011,7,7,Canadian Grand Prix,rosa,sauber,17,17.0,0.0,18.0,27.0,6.0,12,0.0,Finished,0,0,0
847,2011,7,7,Canadian Grand Prix,liuzzi,hrt,20,21.0,0.0,20.0,0.0,11.0,13,0.0,+1 Lap,0,0,0
847,2011,7,7,Canadian Grand Prix,karthikeyan,hrt,22,23.0,0.0,23.0,0.0,11.0,14,0.0,+1 Lap,0,0,0
847,2011,7,7,Canadian Grand Prix,ambrosio,virgin,23,24.0,0.0,21.0,0.0,12.0,15,0.0,+1 Lap,0,0,0
847,2011,7,7,Canadian Grand Prix,glock,virgin,21,22.0,0.0,25.0,0.0,12.0,16,0.0,+1 Lap,0,0,0
847,2011,7,7,Canadian Grand Prix,trulli,lotus_racing,18,19.0,0.0,19.0,0.0,10.0,17,0.0,+1 Lap,0,0,0
847,2011,7,7,Canadian Grand Prix,resta,force_india,11,11.0,2.0,17.0,10.0,8.0,18,0.0,Accident,0,0,1
847,2011,7,7,Canadian Grand Prix,maldonado,williams,12,12.0,0.0,24.0,4.0,9.0,19,0.0,Retired,0,0,1
847,2011,7,7,Canadian Grand Prix,heidfeld,renault,9,9.0,29.0,8.0,60.0,4.0,20,0.0,Accident,0,0,1
847,2011,7,7,Canadian Grand Prix,sutil,force_india,14,14.0,8.0,12.0,10.0,8.0,21,0.0,Accident,0,0,1
847,2011,7,7,Canadian Grand Prix,alonso,ferrari,2,2.0,69.0,5.0,101.0,3.0,22,0.0,Collision,0,0,1
847,2011,7,7,Canadian Grand Prix,kovalainen,lotus_racing,19,20.0,0.0,22.0,0.0,10.0,23,0.0,Transmission,0,0,1
847,2011,7,7,Canadian Grand Prix,hamilton,mclaren,5,5.0,85.0,4.0,186.0,2.0,24,0.0,Collision,0,0,1
848,2011,8,12,European Grand Prix,vettel,red_bull,1,1.0,186.0,1.0,295.0,1.0,1,25.0,Finished,1,1,0
848,2011,8,12,European Grand Prix,alonso,ferrari,4,4.0,87.0,5.0,129.0,3.0,2,18.0,Finished,0,1,0
848,2011,8,12,European Grand Prix,webber,red_bull,2,2.0,109.0,3.0,295.0,1.0,3,15.0,Finished,0,1,0
848,2011,8,12,European Grand Prix,hamilton,mclaren,3,3.0,97.0,4.0,206.0,2.0,4,12.0,Finished,0,0,0
848,2011,8,12,European Grand Prix,massa,ferrari,5,5.0,42.0,6.0,129.0,3.0,5,10.0,Finished,0,0,0
848,2011,8,12,European Grand Prix,button,mclaren,6,6.0,109.0,2.0,206.0,2.0,6,8.0,Finished,0,0,0
848,2011,8,12,European Grand Prix,rosberg,mercedes,7,7.0,32.0,7.0,58.0,5.0,7,6.0,Finished,0,0,0
848,2011,8,12,European Grand Prix,alguersuari,toro_rosso,18,18.0,8.0,13.0,16.0,7.0,8,4.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,sutil,force_india,10,10.0,10.0,12.0,12.0,8.0,9,2.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,heidfeld,renault,9,9.0,30.0,9.0,61.0,4.0,10,1.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,perez,sauber,16,16.0,2.0,16.0,27.0,6.0,11,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,barrichello,williams,13,13.0,4.0,15.0,4.0,9.0,12,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,buemi,toro_rosso,17,17.0,8.0,14.0,16.0,7.0,13,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,resta,force_india,12,12.0,2.0,17.0,12.0,8.0,14,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,petrov,renault,11,11.0,31.0,8.0,61.0,4.0,15,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,kobayashi,sauber,14,14.0,25.0,11.0,27.0,6.0,16,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,michael_schumacher,mercedes,8,8.0,26.0,10.0,58.0,5.0,17,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,maldonado,williams,15,15.0,0.0,24.0,4.0,9.0,18,0.0,+1 Lap,0,0,0
848,2011,8,12,European Grand Prix,kovalainen,lotus_racing,19,19.0,0.0,22.0,0.0,10.0,19,0.0,+2 Laps,0,0,0
848,2011,8,12,European Grand Prix,trulli,lotus_racing,20,20.0,0.0,19.0,0.0,10.0,20,0.0,+2 Laps,0,0,0
848,2011,8,12,European Grand Prix,glock,virgin,21,21.0,0.0,25.0,0.0,12.0,21,0.0,+2 Laps,0,0,0
848,2011,8,12,European Grand Prix,ambrosio,virgin,23,23.0,0.0,21.0,0.0,12.0,22,0.0,+2 Laps,0,0,0
848,2011,8,12,European Grand Prix,liuzzi,hrt,22,22.0,0.0,20.0,0.0,11.0,23,0.0,+3 Laps,0,0,0
848,2011,8,12,European Grand Prix,karthikeyan,hrt,24,24.0,0.0,23.0,0.0,11.0,24,0.0,+3 Laps,0,0,0
849,2011,9,9,British Grand Prix,alonso,ferrari,3,3.0,112.0,3.0,164.0,3.0,1,25.0,Finished,1,1,0
849,2011,9,9,British Grand Prix,vettel,red_bull,2,2.0,204.0,1.0,328.0,1.0,2,18.0,Finished,0,1,0
849,2011,9,9,British Grand Prix,webber,red_bull,1,1.0,124.0,2.0,328.0,1.0,3,15.0,Finished,0,1,0
849,2011,9,9,British Grand Prix,hamilton,mclaren,10,10.0,109.0,4.0,218.0,2.0,4,12.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,massa,ferrari,4,4.0,52.0,6.0,164.0,3.0,5,10.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,rosberg,mercedes,9,9.0,40.0,7.0,68.0,4.0,6,8.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,perez,sauber,12,12.0,8.0,14.0,33.0,6.0,7,6.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,heidfeld,renault,16,16.0,34.0,8.0,65.0,5.0,8,4.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,michael_schumacher,mercedes,13,13.0,28.0,10.0,68.0,4.0,9,2.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,alguersuari,toro_rosso,18,18.0,9.0,13.0,17.0,7.0,10,1.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,sutil,force_india,11,11.0,10.0,12.0,12.0,8.0,11,0.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,petrov,renault,14,14.0,31.0,9.0,65.0,5.0,12,0.0,Finished,0,0,0
849,2011,9,9,British Grand Prix,barrichello,williams,15,15.0,4.0,16.0,4.0,9.0,13,0.0,+1 Lap,0,0,0
849,2011,9,9,British Grand Prix,maldonado,williams,7,7.0,0.0,23.0,4.0,9.0,14,0.0,+1 Lap,0,0,0
849,2011,9,9,British Grand Prix,resta,force_india,6,6.0,2.0,17.0,12.0,8.0,15,0.0,+1 Lap,0,0,0
849,2011,9,9,British Grand Prix,glock,virgin,20,20.0,0.0,25.0,0.0,12.0,16,0.0,+2 Laps,0,0,0
849,2011,9,9,British Grand Prix,ambrosio,virgin,22,22.0,0.0,21.0,0.0,12.0,17,0.0,+2 Laps,0,0,0
849,2011,9,9,British Grand Prix,liuzzi,hrt,23,23.0,0.0,20.0,0.0,11.0,18,0.0,+2 Laps,0,0,0
849,2011,9,9,British Grand Prix,ricciardo,hrt,24,24.0,0.0,26.0,0.0,11.0,19,0.0,+3 Laps,0,0,0
849,2011,9,9,British Grand Prix,button,mclaren,5,5.0,109.0,5.0,218.0,2.0,20,0.0,Wheel nut,0,0,1
849,2011,9,9,British Grand Prix,buemi,toro_rosso,19,19.0,8.0,15.0,17.0,7.0,21,0.0,Accident,0,0,1
849,2011,9,9,British Grand Prix,kobayashi,sauber,8,8.0,25.0,11.0,33.0,6.0,22,0.0,Engine,0,0,1
849,2011,9,9,British Grand Prix,trulli,lotus_racing,21,21.0,0.0,19.0,0.0,10.0,23,0.0,Oil leak,0,0,1
849,2011,9,9,British Grand Prix,kovalainen,lotus_racing,17,17.0,0.0,22.0,0.0,10.0,24,0.0,Gearbox,0,0,1
850,2011,10,20,German Grand Prix,hamilton,mclaren,2,2.0,134.0,3.0,243.0,2.0,1,25.0,Finished,1,1,0
850,2011,10,20,German Grand Prix,alonso,ferrari,4,4.0,130.0,4.0,192.0,3.0,2,18.0,Finished,0,1,0
850,2011,10,20,German Grand Prix,webber,red_bull,1,1.0,139.0,2.0,355.0,1.0,3,15.0,Finished,0,1,0
850,2011,10,20,German Grand Prix,vettel,red_bull,3,3.0,216.0,1.0,355.0,1.0,4,12.0,Finished,0,0,0
850,2011,10,20,German Grand Prix,massa,ferrari,5,5.0,62.0,6.0,192.0,3.0,5,10.0,Finished,0,0,0
850,2011,10,20,German Grand Prix,sutil,force_india,8,8.0,18.0,12.0,20.0,7.0,6,8.0,Finished,0,0,0
850,2011,10,20,German Grand Prix,rosberg,mercedes,6,6.0,46.0,7.0,78.0,4.0,7,6.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,michael_schumacher,mercedes,10,10.0,32.0,10.0,78.0,4.0,8,4.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,kobayashi,sauber,17,18.0,27.0,11.0,35.0,6.0,9,2.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,petrov,renault,9,9.0,32.0,9.0,66.0,5.0,10,1.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,perez,sauber,15,15.0,8.0,14.0,35.0,6.0,11,0.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,alguersuari,toro_rosso,16,17.0,9.0,13.0,17.0,8.0,12,0.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,resta,force_india,12,12.0,2.0,17.0,20.0,7.0,13,0.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,maldonado,williams,13,13.0,0.0,21.0,4.0,9.0,14,0.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,buemi,toro_rosso,24,16.0,8.0,15.0,17.0,8.0,15,0.0,+1 Lap,0,0,0
850,2011,10,20,German Grand Prix,kovalainen,lotus_racing,18,19.0,0.0,23.0,0.0,10.0,16,0.0,+2 Laps,0,0,0
850,2011,10,20,German Grand Prix,glock,virgin,19,20.0,0.0,24.0,0.0,12.0,17,0.0,+3 Laps,0,0,0
850,2011,10,20,German Grand Prix,ambrosio,virgin,21,22.0,0.0,22.0,0.0,12.0,18,0.0,+3 Laps,0,0,0
850,2011,10,20,German Grand Prix,ricciardo,hrt,22,24.0,0.0,26.0,0.0,11.0,19,0.0,+3 Laps,0,0,0
850,2011,10,20,German Grand Prix,chandhok,lotus_racing,20,21.0,0.0,27.0,0.0,10.0,20,0.0,+4 Laps,0,0,0
850,2011,10,20,German Grand Prix,liuzzi,hrt,23,23.0,0.0,20.0,0.0,11.0,21,0.0,Electrical,0,0,1
850,2011,10,20,German Grand Prix,button,mclaren,7,7.0,109.0,5.0,243.0,2.0,22,0.0,Hydraulics,0,0,1
850,2011,10,20,German Grand Prix,barrichello,williams,14,14.0,4.0,16.0,4.0,9.0,23,0.0,Oil leak,0,0,1
850,2011,10,20,German Grand Prix,heidfeld,renault,11,11.0,34.0,8.0,66.0,5.0,24,0.0,Collision,0,0,1
851,2011,11,11,Hungarian Grand Prix,button,mclaren,3,3.0,134.0,5.0,280.0,2.0,1,25.0,Finished,1,1,0
851,2011,11,11,Hungarian Grand Prix,vettel,red_bull,1,1.0,234.0,1.0,383.0,1.0,2,18.0,Finished,0,1,0
851,2011,11,11,Hungarian Grand Prix,alonso,ferrari,5,5.0,145.0,4.0,215.0,3.0,3,15.0,Finished,0,1,0
851,2011,11,11,Hungarian Grand Prix,hamilton,mclaren,2,2.0,146.0,3.0,280.0,2.0,4,12.0,Finished,0,0,0
851,2011,11,11,Hungarian Grand Prix,webber,red_bull,6,6.0,149.0,2.0,383.0,1.0,5,10.0,Finished,0,0,0
851,2011,11,11,Hungarian Grand Prix,massa,ferrari,4,4.0,70.0,6.0,215.0,3.0,6,8.0,Finished,0,0,0
851,2011,11,11,Hungarian Grand Prix,resta,force_india,11,11.0,8.0,16.0,26.0,7.0,7,6.0,+1 Lap,0,0,0
851,2011,11,11,Hungarian Grand Prix,buemi,toro_rosso,23,18.0,12.0,13.0,22.0,8.0,8,4.0,+1 Lap,0,0,0
851,2011,11,11,Hungarian Grand Prix,rosberg,mercedes,7,7.0,48.0,7.0,80.0,4.0,9,2.0,+1 Lap,0,0,0
851,2011,11,11,Hungarian Grand Prix,alguersuari,toro_rosso,16,16.0,10.0,14.0,22.0,8.0,10,1.0,+1 Lap,0,0,0
851,2011,11,11,Hungarian Grand Prix,kobayashi,sauber,13,13.0,27.0,11.0,35.0,6.0,11,0.0,+1 Lap,0,0,0
851,2011,11,11,Hungarian Grand Prix,petrov,renault,12,12.0,32.0,9.0,66.0,5.0,12,0.0,+1 Lap,0,0,0
851,2011,11,11,Hungarian Grand Prix,barrichello,williams,15,15.0,4.0,17.0,4.0,9.0,13,0.0,+2 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,sutil,force_india,8,8.0,18.0,12.0,26.0,7.0,14,0.0,+2 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,perez,sauber,10,10.0,8.0,15.0,35.0,6.0,15,0.0,+2 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,maldonado,williams,17,17.0,0.0,21.0,4.0,9.0,16,0.0,+2 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,glock,virgin,20,21.0,0.0,24.0,0.0,12.0,17,0.0,+4 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,ricciardo,hrt,22,23.0,0.0,26.0,0.0,11.0,18,0.0,+4 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,ambrosio,virgin,24,24.0,0.0,22.0,0.0,12.0,19,0.0,+5 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,liuzzi,hrt,21,22.0,0.0,20.0,0.0,11.0,20,0.0,+5 Laps,0,0,0
851,2011,11,11,Hungarian Grand Prix,kovalainen,lotus_racing,18,19.0,0.0,23.0,0.0,10.0,21,0.0,Water leak,0,0,1
851,2011,11,11,Hungarian Grand Prix,michael_schumacher,mercedes,9,9.0,32.0,10.0,80.0,4.0,22,0.0,Gearbox,0,0,1
851,2011,11,11,Hungarian Grand Prix,heidfeld,renault,14,14.0,34.0,8.0,66.0,5.0,23,0.0,Heat shield fire,0,0,1
851,2011,11,11,Hungarian Grand Prix,trulli,lotus_racing,19,20.0,0.0,19.0,0.0,10.0,24,0.0,Oil leak,0,0,1
852,2011,12,13,Belgian Grand Prix,vettel,red_bull,1,1.0,259.0,1.0,426.0,1.0,1,25.0,Finished,1,1,0
852,2011,12,13,Belgian Grand Prix,webber,red_bull,3,3.0,167.0,2.0,426.0,1.0,2,18.0,Finished,0,1,0
852,2011,12,13,Belgian Grand Prix,button,mclaren,13,13.0,149.0,4.0,295.0,2.0,3,15.0,Finished,0,1,0
852,2011,12,13,Belgian Grand Prix,alonso,ferrari,8,8.0,157.0,3.0,231.0,3.0,4,12.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,michael_schumacher,mercedes,24,,42.0,8.0,98.0,4.0,5,10.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,rosberg,mercedes,5,5.0,56.0,7.0,98.0,4.0,6,8.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,sutil,force_india,15,15.0,24.0,12.0,32.0,7.0,7,6.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,massa,ferrari,4,4.0,74.0,6.0,231.0,3.0,8,4.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,petrov,renault,10,10.0,34.0,9.0,68.0,5.0,9,2.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,maldonado,williams,21,16.0,1.0,18.0,5.0,9.0,10,1.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,resta,force_india,17,18.0,8.0,16.0,32.0,7.0,11,0.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,kobayashi,sauber,12,12.0,27.0,11.0,35.0,6.0,12,0.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,bruno_senna,renault,7,7.0,0.0,22.0,68.0,5.0,13,0.0,Finished,0,0,0
852,2011,12,13,Belgian Grand Prix,trulli,lotus_racing,18,19.0,0.0,20.0,0.0,10.0,14,0.0,+1 Lap,0,0,0
852,2011,12,13,Belgian Grand Prix,kovalainen,lotus_racing,16,17.0,0.0,24.0,0.0,10.0,15,0.0,+1 Lap,0,0,0
852,2011,12,13,Belgian Grand Prix,barrichello,williams,14,14.0,4.0,17.0,5.0,9.0,16,0.0,+1 Lap,0,0,0
852,2011,12,13,Belgian Grand Prix,ambrosio,virgin,20,21.0,0.0,23.0,0.0,12.0,17,0.0,+1 Lap,0,0,0
852,2011,12,13,Belgian Grand Prix,glock,virgin,19,20.0,0.0,25.0,0.0,12.0,18,0.0,+1 Lap,0,0,0
852,2011,12,13,Belgian Grand Prix,liuzzi,hrt,22,22.0,0.0,21.0,0.0,11.0,19,0.0,+1 Lap,0,0,0
852,2011,12,13,Belgian Grand Prix,perez,sauber,9,9.0,8.0,15.0,35.0,6.0,20,0.0,Suspension,0,0,1
852,2011,12,13,Belgian Grand Prix,ricciardo,hrt,23,23.0,0.0,27.0,0.0,11.0,21,0.0,Engine,0,0,1
852,2011,12,13,Belgian Grand Prix,hamilton,mclaren,2,2.0,146.0,5.0,295.0,2.0,22,0.0,Collision,0,0,1
852,2011,12,13,Belgian Grand Prix,buemi,toro_rosso,11,11.0,12.0,13.0,22.0,8.0,23,0.0,Rear wing,0,0,1
852,2011,12,13,Belgian Grand Prix,alguersuari,toro_rosso,6,6.0,10.0,14.0,22.0,8.0,24,0.0,Collision,0,0,1
853,2011,13,14,Italian Grand Prix,vettel,red_bull,1,1.0,284.0,1.0,451.0,1.0,1,25.0,Finished,1,1,0
853,2011,13,14,Italian Grand Prix,button,mclaren,3,3.0,167.0,3.0,325.0,2.0,2,18.0,Finished,0,1,0
853,2011,13,14,Italian Grand Prix,alonso,ferrari,4,4.0,172.0,2.0,254.0,3.0,3,15.0,Finished,0,1,0
853,2011,13,14,Italian Grand Prix,hamilton,mclaren,2,2.0,158.0,5.0,325.0,2.0,4,12.0,Finished,0,0,0
853,2011,13,14,Italian Grand Prix,michael_schumacher,mercedes,8,8.0,52.0,8.0,108.0,4.0,5,10.0,Finished,0,0,0
853,2011,13,14,Italian Grand Prix,massa,ferrari,6,6.0,82.0,6.0,254.0,3.0,6,8.0,Finished,0,0,0
853,2011,13,14,Italian Grand Prix,alguersuari,toro_rosso,18,18.0,16.0,13.0,29.0,8.0,7,6.0,+1 Lap,0,0,0
853,2011,13,14,Italian Grand Prix,resta,force_india,11,11.0,12.0,15.0,36.0,6.0,8,4.0,+1 Lap,0,0,0
853,2011,13,14,Italian Grand Prix,bruno_senna,renault,10,10.0,2.0,18.0,70.0,5.0,9,2.0,+1 Lap,0,0,0
853,2011,13,14,Italian Grand Prix,buemi,toro_rosso,16,16.0,13.0,14.0,29.0,8.0,10,1.0,+1 Lap,0,0,0
853,2011,13,14,Italian Grand Prix,maldonado,williams,14,14.0,1.0,19.0,5.0,9.0,11,0.0,+1 Lap,0,0,0
853,2011,13,14,Italian Grand Prix,barrichello,williams,13,13.0,4.0,17.0,5.0,9.0,12,0.0,+1 Lap,0,0,0
853,2011,13,14,Italian Grand Prix,kovalainen,lotus_racing,20,20.0,0.0,22.0,0.0,10.0,13,0.0,+2 Laps,0,0,0
853,2011,13,14,Italian Grand Prix,trulli,lotus_racing,19,19.0,0.0,21.0,0.0,10.0,14,0.0,+2 Laps,0,0,0
853,2011,13,14,Italian Grand Prix,glock,virgin,21,21.0,0.0,25.0,0.0,12.0,15,0.0,+2 Laps,0,0,0
853,2011,13,14,Italian Grand Prix,ricciardo,hrt,23,23.0,0.0,27.0,0.0,11.0,16,0.0,+14 Laps,0,0,0
853,2011,13,14,Italian Grand Prix,perez,sauber,15,15.0,8.0,16.0,35.0,7.0,17,0.0,Gearbox,0,0,1
853,2011,13,14,Italian Grand Prix,kobayashi,sauber,17,17.0,27.0,11.0,35.0,7.0,18,0.0,Gearbox,0,0,1
853,2011,13,14,Italian Grand Prix,sutil,force_india,12,12.0,24.0,12.0,36.0,6.0,19,0.0,Hydraulics,0,0,1
853,2011,13,14,Italian Grand Prix,webber,red_bull,5,5.0,167.0,4.0,451.0,1.0,20,0.0,Accident,0,0,1
853,2011,13,14,Italian Grand Prix,ambrosio,virgin,22,22.0,0.0,24.0,0.0,12.0,21,0.0,Gearbox,0,0,1
853,2011,13,14,Italian Grand Prix,petrov,renault,7,7.0,34.0,9.0,70.0,5.0,22,0.0,Collision,0,0,1
853,2011,13,14,Italian Grand Prix,rosberg,mercedes,9,9.0,56.0,7.0,108.0,4.0,23,0.0,Collision,0,0,1
853,2011,13,14,Italian Grand Prix,liuzzi,hrt,24,24.0,0.0,23.0,0.0,11.0,24,0.0,Collision,0,0,1
854,2011,14,15,Singapore Grand Prix,vettel,red_bull,1,1.0,309.0,1.0,491.0,1.0,1,25.0,Finished,1,1,0
854,2011,14,15,Singapore Grand Prix,button,mclaren,3,3.0,185.0,2.0,353.0,2.0,2,18.0,Finished,0,1,0
854,2011,14,15,Singapore Grand Prix,webber,red_bull,2,2.0,182.0,4.0,491.0,1.0,3,15.0,Finished,0,1,0
854,2011,14,15,Singapore Grand Prix,alonso,ferrari,5,5.0,184.0,3.0,268.0,3.0,4,12.0,Finished,0,0,0
854,2011,14,15,Singapore Grand Prix,hamilton,mclaren,4,4.0,168.0,5.0,353.0,2.0,5,10.0,Finished,0,0,0
854,2011,14,15,Singapore Grand Prix,resta,force_india,10,10.0,20.0,13.0,48.0,6.0,6,8.0,Finished,0,0,0
854,2011,14,15,Singapore Grand Prix,rosberg,mercedes,7,7.0,62.0,7.0,114.0,4.0,7,6.0,+1 Lap,0,0,0
854,2011,14,15,Singapore Grand Prix,sutil,force_india,9,9.0,28.0,11.0,48.0,6.0,8,4.0,+1 Lap,0,0,0
854,2011,14,15,Singapore Grand Prix,massa,ferrari,6,6.0,84.0,6.0,268.0,3.0,9,2.0,+1 Lap,0,0,0
854,2011,14,15,Singapore Grand Prix,perez,sauber,11,11.0,9.0,16.0,36.0,7.0,10,1.0,+1 Lap,0,0,0
854,2011,14,15,Singapore Grand Prix,maldonado,williams,13,13.0,1.0,19.0,5.0,9.0,11,0.0,+1 Lap,0,0,0
854,2011,14,15,Singapore Grand Prix,buemi,toro_rosso,14,14.0,13.0,15.0,29.0,8.0,12,0.0,+1 Lap,0,0,0
854,2011,14,15,Singapore Grand Prix,barrichello,williams,12,12.0,4.0,17.0,5.0,9.0,13,0.0,+1 Lap,0,0,0
854,2011,14,15,Singapore Grand Prix,kobayashi,sauber,17,17.0,27.0,12.0,36.0,7.0,14,0.0,+2 Laps,0,0,0
854,2011,14,15,Singapore Grand Prix,bruno_senna,renault,15,15.0,2.0,18.0,70.0,5.0,15,0.0,+2 Laps,0,0,0
854,2011,14,15,Singapore Grand Prix,kovalainen,lotus_racing,19,19.0,0.0,22.0,0.0,10.0,16,0.0,+2 Laps,0,0,0
854,2011,14,15,Singapore Grand Prix,petrov,renault,18,18.0,34.0,9.0,70.0,5.0,17,0.0,+2 Laps,0,0,0
854,2011,14,15,Singapore Grand Prix,ambrosio,virgin,22,22.0,0.0,24.0,0.0,12.0,18,0.0,+2 Laps,0,0,0
854,2011,14,15,Singapore Grand Prix,ricciardo,hrt,23,23.0,0.0,27.0,0.0,11.0,19,0.0,+4 Laps,0,0,0
854,2011,14,15,Singapore Grand Prix,liuzzi,hrt,24,24.0,0.0,23.0,0.0,11.0,20,0.0,+4 Laps,0,0,0
854,2011,14,15,Singapore Grand Prix,alguersuari,toro_rosso,16,16.0,16.0,14.0,29.0,8.0,21,0.0,Accident,0,0,1
854,2011,14,15,Singapore Grand Prix,trulli,lotus_racing,20,20.0,0.0,21.0,0.0,10.0,22,0.0,Gearbox,0,0,1
854,2011,14,15,Singapore Grand Prix,michael_schumacher,mercedes,8,8.0,52.0,8.0,114.0,4.0,23,0.0,Accident,0,0,1
854,2011,14,15,Singapore Grand Prix,glock,virgin,21,21.0,0.0,25.0,0.0,12.0,24,0.0,Accident,0,0,1
855,2011,15,22,Japanese Grand Prix,button,mclaren,2,2.0,210.0,2.0,388.0,2.0,1,25.0,Finished,1,1,0
855,2011,15,22,Japanese Grand Prix,alonso,ferrari,5,5.0,202.0,3.0,292.0,3.0,2,18.0,Finished,0,1,0
855,2011,15,22,Japanese Grand Prix,vettel,red_bull,1,1.0,324.0,1.0,518.0,1.0,3,15.0,Finished,0,1,0
855,2011,15,22,Japanese Grand Prix,webber,red_bull,6,6.0,194.0,4.0,518.0,1.0,4,12.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,hamilton,mclaren,3,3.0,178.0,5.0,388.0,2.0,5,10.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,michael_schumacher,mercedes,8,7.0,60.0,8.0,123.0,4.0,6,8.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,massa,ferrari,4,4.0,90.0,6.0,292.0,3.0,7,6.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,perez,sauber,17,17.0,13.0,15.0,40.0,7.0,8,4.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,petrov,renault,10,9.0,36.0,9.0,72.0,5.0,9,2.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,rosberg,mercedes,23,23.0,63.0,7.0,123.0,4.0,10,1.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,sutil,force_india,11,11.0,28.0,11.0,48.0,6.0,11,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,resta,force_india,12,12.0,20.0,13.0,48.0,6.0,12,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,kobayashi,sauber,7,10.0,27.0,12.0,40.0,7.0,13,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,maldonado,williams,14,14.0,1.0,19.0,5.0,9.0,14,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,alguersuari,toro_rosso,16,16.0,16.0,14.0,29.0,8.0,15,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,bruno_senna,renault,9,8.0,2.0,18.0,72.0,5.0,16,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,barrichello,williams,13,13.0,4.0,17.0,5.0,9.0,17,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,kovalainen,lotus_racing,18,18.0,0.0,22.0,0.0,10.0,18,0.0,Finished,0,0,0
855,2011,15,22,Japanese Grand Prix,trulli,lotus_racing,19,19.0,0.0,21.0,0.0,10.0,19,0.0,Finished,0,0,0
