raceId,year,round,circuitId,name,driverRef,constructorRef,grid,quali_position,driver_champ_points,driver_champ_pos,constructor_champ_points,constructor_champ_pos,positionOrder,points,status,won_race,podium,dnf
337,2010,1,3,Bahrain Grand Prix,alonso,ferrari,3,3.0,25.0,1.0,43.0,1.0,1,25.0,Finished,1,1,0
337,2010,1,3,Bahrain Grand Prix,massa,ferrari,2,2.0,18.0,2.0,43.0,1.0,2,18.0,Finished,0,1,0
337,2010,1,3,Bahrain Grand Prix,hamilton,mclaren,4,4.0,15.0,3.0,21.0,2.0,3,15.0,Finished,0,1,0
337,2010,1,3,Bahrain Grand Prix,vettel,red_bull,1,1.0,12.0,4.0,16.0,4.0,4,12.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,rosberg,mercedes,5,5.0,10.0,5.0,18.0,3.0,5,10.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,michael_schumacher,mercedes,7,7.0,8.0,6.0,18.0,3.0,6,8.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,button,mclaren,8,8.0,6.0,7.0,21.0,2.0,7,6.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,webber,red_bull,6,6.0,4.0,8.0,16.0,4.0,8,4.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,liuzzi,force_india,12,12.0,2.0,9.0,2.0,5.0,9,2.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,barrichello,williams,11,11.0,1.0,10.0,1.0,6.0,10,1.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,kubica,renault,9,9.0,0.0,11.0,0.0,7.0,11,0.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,sutil,force_india,10,10.0,0.0,12.0,2.0,5.0,12,0.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,alguersuari,toro_rosso,18,18.0,0.0,13.0,0.0,8.0,13,0.0,Finished,0,0,0
337,2010,1,3,Bahrain Grand Prix,hulkenberg,williams,13,13.0,0.0,14.0,1.0,6.0,14,0.0,+1 Lap,0,0,0
337,2010,1,3,Bahrain Grand Prix,kovalainen,lotus_racing,21,21.0,0.0,15.0,0.0,9.0,15,0.0,+2 Laps,0,0,0
337,2010,1,3,Bahrain Grand Prix,buemi,toro_rosso,15,15.0,0.0,16.0,0.0,8.0,16,0.0,Electrical,0,0,1
337,2010,1,3,Bahrain Grand Prix,trulli,lotus_racing,20,20.0,0.0,17.0,0.0,9.0,17,0.0,Hydraulics,0,0,1
337,2010,1,3,Bahrain Grand Prix,rosa,sauber,14,14.0,0.0,18.0,0.0,10.0,18,0.0,Hydraulics,0,0,1
337,2010,1,3,Bahrain Grand Prix,bruno_senna,hrt,23,23.0,0.0,19.0,0.0,11.0,19,0.0,Overheating,0,0,1
337,2010,1,3,Bahrain Grand Prix,glock,virgin,19,19.0,0.0,20.0,0.0,12.0,20,0.0,Gearbox,0,0,1
337,2010,1,3,Bahrain Grand Prix,petrov,renault,17,17.0,0.0,21.0,0.0,7.0,21,0.0,Suspension,0,0,1
337,2010,1,3,Bahrain Grand Prix,kobayashi,sauber,16,16.0,0.0,22.0,0.0,10.0,22,0.0,Hydraulics,0,0,1
337,2010,1,3,Bahrain Grand Prix,grassi,virgin,22,22.0,0.0,23.0,0.0,12.0,23,0.0,Hydraulics,0,0,1
337,2010,1,3,Bahrain Grand Prix,chandhok,hrt,24,24.0,0.0,24.0,0.0,11.0,24,0.0,Accident,0,0,1
338,2010,2,1,Australian Grand Prix,button,mclaren,4,4.0,31.0,3.0,54.0,2.0,1,25.0,Finished,1,1,0
338,2010,2,1,Australian Grand Prix,kubica,renault,9,9.0,18.0,6.0,18.0,4.0,2,18.0,Finished,0,1,0
338,2010,2,1,Australian Grand Prix,massa,ferrari,5,5.0,33.0,2.0,70.0,1.0,3,15.0,Finished,0,1,0
338,2010,2,1,Australian Grand Prix,alonso,ferrari,3,3.0,37.0,1.0,70.0,1.0,4,12.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,rosberg,mercedes,6,6.0,20.0,5.0,29.0,3.0,5,10.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,hamilton,mclaren,11,11.0,23.0,4.0,54.0,2.0,6,8.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,liuzzi,force_india,13,13.0,8.0,9.0,8.0,6.0,7,6.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,barrichello,williams,8,8.0,5.0,11.0,5.0,7.0,8,4.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,webber,red_bull,2,2.0,6.0,10.0,18.0,5.0,9,2.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,michael_schumacher,mercedes,7,7.0,9.0,8.0,29.0,3.0,10,1.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,alguersuari,toro_rosso,17,17.0,0.0,12.0,0.0,8.0,11,0.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,rosa,sauber,14,14.0,0.0,14.0,0.0,9.0,12,0.0,Finished,0,0,0
338,2010,2,1,Australian Grand Prix,kovalainen,lotus_racing,19,19.0,0.0,15.0,0.0,10.0,13,0.0,+2 Laps,0,0,0
338,2010,2,1,Australian Grand Prix,chandhok,hrt,22,24.0,0.0,16.0,0.0,11.0,14,0.0,+5 Laps,0,0,0
338,2010,2,1,Australian Grand Prix,glock,virgin,23,21.0,0.0,21.0,0.0,12.0,15,0.0,Suspension,0,0,1
338,2010,2,1,Australian Grand Prix,grassi,virgin,24,22.0,0.0,24.0,0.0,12.0,16,0.0,Hydraulics,0,0,1
338,2010,2,1,Australian Grand Prix,vettel,red_bull,1,1.0,12.0,7.0,18.0,5.0,17,0.0,Wheel,0,0,1
338,2010,2,1,Australian Grand Prix,sutil,force_india,10,10.0,0.0,13.0,8.0,6.0,18,0.0,Engine,0,0,1
338,2010,2,1,Australian Grand Prix,petrov,renault,18,18.0,0.0,22.0,18.0,4.0,19,0.0,Spun off,0,0,1
338,2010,2,1,Australian Grand Prix,bruno_senna,hrt,21,23.0,0.0,20.0,0.0,11.0,20,0.0,Hydraulics,0,0,1
338,2010,2,1,Australian Grand Prix,buemi,toro_rosso,12,12.0,0.0,18.0,0.0,8.0,21,0.0,Collision,0,0,1
338,2010,2,1,Australian Grand Prix,hulkenberg,williams,15,15.0,0.0,17.0,5.0,7.0,22,0.0,Collision,0,0,1
338,2010,2,1,Australian Grand Prix,kobayashi,sauber,16,16.0,0.0,23.0,0.0,9.0,23,0.0,Collision,0,0,1
338,2010,2,1,Australian Grand Prix,trulli,lotus_racing,20,20.0,0.0,19.0,0.0,10.0,24,0.0,Hydraulics,0,0,1
339,2010,3,2,Malaysian Grand Prix,vettel,red_bull,3,3.0,37.0,3.0,61.0,3.0,1,25.0,Finished,1,1,0
339,2010,3,2,Malaysian Grand Prix,webber,red_bull,1,1.0,24.0,8.0,61.0,3.0,2,18.0,Finished,0,1,0
339,2010,3,2,Malaysian Grand Prix,rosberg,mercedes,2,2.0,35.0,5.0,44.0,4.0,3,15.0,Finished,0,1,0
339,2010,3,2,Malaysian Grand Prix,kubica,renault,6,6.0,30.0,7.0,30.0,5.0,4,12.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,sutil,force_india,4,4.0,10.0,9.0,18.0,6.0,5,10.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,hamilton,mclaren,20,20.0,31.0,6.0,66.0,2.0,6,8.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,massa,ferrari,21,21.0,39.0,1.0,76.0,1.0,7,6.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,button,mclaren,17,17.0,35.0,4.0,66.0,2.0,8,4.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,alguersuari,toro_rosso,14,14.0,2.0,13.0,2.0,8.0,9,2.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,hulkenberg,williams,5,5.0,1.0,14.0,6.0,7.0,10,1.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,buemi,toro_rosso,13,13.0,0.0,15.0,2.0,8.0,11,0.0,Finished,0,0,0
339,2010,3,2,Malaysian Grand Prix,barrichello,williams,7,7.0,5.0,12.0,6.0,7.0,12,0.0,+1 Lap,0,0,0
339,2010,3,2,Malaysian Grand Prix,alonso,ferrari,19,19.0,37.0,2.0,76.0,1.0,13,0.0,Engine,0,0,1
339,2010,3,2,Malaysian Grand Prix,grassi,virgin,24,24.0,0.0,19.0,0.0,12.0,14,0.0,+3 Laps,0,0,0
339,2010,3,2,Malaysian Grand Prix,chandhok,hrt,22,22.0,0.0,18.0,0.0,11.0,15,0.0,+3 Laps,0,0,0
339,2010,3,2,Malaysian Grand Prix,bruno_senna,hrt,23,23.0,0.0,20.0,0.0,11.0,16,0.0,+4 Laps,0,0,0
339,2010,3,2,Malaysian Grand Prix,trulli,lotus_racing,18,18.0,0.0,21.0,0.0,10.0,17,0.0,+5 Laps,0,0,0
339,2010,3,2,Malaysian Grand Prix,kovalainen,lotus_racing,15,15.0,0.0,17.0,0.0,10.0,18,0.0,+10 Laps,0,0,0
339,2010,3,2,Malaysian Grand Prix,petrov,renault,11,11.0,0.0,23.0,30.0,5.0,19,0.0,Gearbox,0,0,1
339,2010,3,2,Malaysian Grand Prix,liuzzi,force_india,10,10.0,8.0,11.0,18.0,6.0,20,0.0,Throttle,0,0,1
339,2010,3,2,Malaysian Grand Prix,michael_schumacher,mercedes,8,8.0,9.0,10.0,44.0,4.0,21,0.0,Wheel,0,0,1
339,2010,3,2,Malaysian Grand Prix,kobayashi,sauber,9,9.0,0.0,24.0,0.0,9.0,22,0.0,Engine,0,0,1
339,2010,3,2,Malaysian Grand Prix,glock,virgin,16,16.0,0.0,22.0,0.0,12.0,23,0.0,Spun off,0,0,1
339,2010,3,2,Malaysian Grand Prix,rosa,sauber,12,12.0,0.0,16.0,0.0,9.0,24,0.0,Engine,0,0,1
340,2010,4,17,Chinese Grand Prix,button,mclaren,5,5.0,60.0,1.0,109.0,1.0,1,25.0,Finished,1,1,0
340,2010,4,17,Chinese Grand Prix,hamilton,mclaren,6,6.0,49.0,4.0,109.0,1.0,2,18.0,Finished,0,1,0
340,2010,4,17,Chinese Grand Prix,rosberg,mercedes,4,4.0,50.0,2.0,60.0,4.0,3,15.0,Finished,0,1,0
340,2010,4,17,Chinese Grand Prix,alonso,ferrari,3,3.0,49.0,3.0,90.0,2.0,4,12.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,kubica,renault,8,8.0,40.0,7.0,46.0,5.0,5,10.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,vettel,red_bull,1,1.0,45.0,5.0,73.0,3.0,6,8.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,petrov,renault,14,14.0,6.0,12.0,46.0,5.0,7,6.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,webber,red_bull,2,2.0,28.0,8.0,73.0,3.0,8,4.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,massa,ferrari,7,7.0,41.0,6.0,90.0,2.0,9,2.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,michael_schumacher,mercedes,9,9.0,10.0,10.0,60.0,4.0,10,1.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,sutil,force_india,10,10.0,10.0,9.0,18.0,6.0,11,0.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,barrichello,williams,11,11.0,5.0,13.0,6.0,7.0,12,0.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,alguersuari,toro_rosso,12,12.0,2.0,14.0,2.0,8.0,13,0.0,Finished,0,0,0
340,2010,4,17,Chinese Grand Prix,kovalainen,lotus_racing,21,21.0,0.0,18.0,0.0,10.0,14,0.0,+1 Lap,0,0,0
340,2010,4,17,Chinese Grand Prix,hulkenberg,williams,16,16.0,1.0,15.0,6.0,7.0,15,0.0,+1 Lap,0,0,0
340,2010,4,17,Chinese Grand Prix,bruno_senna,hrt,23,23.0,0.0,21.0,0.0,11.0,16,0.0,+2 Laps,0,0,0
340,2010,4,17,Chinese Grand Prix,chandhok,hrt,24,24.0,0.0,19.0,0.0,11.0,17,0.0,+4 Laps,0,0,0
340,2010,4,17,Chinese Grand Prix,trulli,lotus_racing,20,20.0,0.0,22.0,0.0,10.0,18,0.0,Hydraulics,0,0,1
340,2010,4,17,Chinese Grand Prix,grassi,virgin,22,22.0,0.0,20.0,0.0,12.0,19,0.0,Clutch,0,0,1
340,2010,4,17,Chinese Grand Prix,rosa,sauber,17,17.0,0.0,17.0,0.0,9.0,20,0.0,Technical,0,0,1
340,2010,4,17,Chinese Grand Prix,buemi,toro_rosso,13,13.0,0.0,16.0,2.0,8.0,21,0.0,Accident,0,0,1
340,2010,4,17,Chinese Grand Prix,kobayashi,sauber,15,15.0,0.0,24.0,0.0,9.0,22,0.0,Accident,0,0,1
340,2010,4,17,Chinese Grand Prix,liuzzi,force_india,18,18.0,8.0,11.0,18.0,6.0,23,0.0,Accident,0,0,1
340,2010,4,17,Chinese Grand Prix,glock,virgin,19,19.0,0.0,23.0,0.0,12.0,24,0.0,Engine,0,0,1
341,2010,5,4,Spanish Grand Prix,webber,red_bull,1,1.0,53.0,4.0,113.0,3.0,1,25.0,Finished,1,1,0
341,2010,5,4,Spanish Grand Prix,alonso,ferrari,4,4.0,67.0,2.0,116.0,2.0,2,18.0,Finished,0,1,0
341,2010,5,4,Spanish Grand Prix,vettel,red_bull,2,2.0,60.0,3.0,113.0,3.0,3,15.0,Finished,0,1,0
341,2010,5,4,Spanish Grand Prix,michael_schumacher,mercedes,6,6.0,22.0,9.0,72.0,4.0,4,12.0,Finished,0,0,0
341,2010,5,4,Spanish Grand Prix,button,mclaren,5,5.0,70.0,1.0,119.0,1.0,5,10.0,Finished,0,0,0
341,2010,5,4,Spanish Grand Prix,massa,ferrari,9,9.0,49.0,7.0,116.0,2.0,6,8.0,Finished,0,0,0
341,2010,5,4,Spanish Grand Prix,sutil,force_india,11,11.0,16.0,10.0,24.0,6.0,7,6.0,Finished,0,0,0
341,2010,5,4,Spanish Grand Prix,kubica,renault,7,7.0,44.0,8.0,50.0,5.0,8,4.0,Finished,0,0,0
341,2010,5,4,Spanish Grand Prix,barrichello,williams,17,18.0,7.0,12.0,8.0,7.0,9,2.0,+1 Lap,0,0,0
341,2010,5,4,Spanish Grand Prix,alguersuari,toro_rosso,15,16.0,3.0,14.0,3.0,8.0,10,1.0,+1 Lap,0,0,0
341,2010,5,4,Spanish Grand Prix,petrov,renault,19,14.0,6.0,13.0,50.0,5.0,11,0.0,+1 Lap,0,0,0
341,2010,5,4,Spanish Grand Prix,kobayashi,sauber,10,10.0,0.0,18.0,0.0,9.0,12,0.0,+1 Lap,0,0,0
341,2010,5,4,Spanish Grand Prix,rosberg,mercedes,8,8.0,50.0,5.0,72.0,4.0,13,0.0,+1 Lap,0,0,0
341,2010,5,4,Spanish Grand Prix,hamilton,mclaren,3,3.0,49.0,6.0,119.0,1.0,14,0.0,Puncture,0,0,1
341,2010,5,4,Spanish Grand Prix,liuzzi,force_india,16,17.0,8.0,11.0,24.0,6.0,15,0.0,Engine,0,0,1
341,2010,5,4,Spanish Grand Prix,hulkenberg,williams,13,13.0,1.0,15.0,8.0,7.0,16,0.0,+2 Laps,0,0,0
341,2010,5,4,Spanish Grand Prix,trulli,lotus_racing,18,19.0,0.0,23.0,0.0,10.0,17,0.0,+3 Laps,0,0,0
341,2010,5,4,Spanish Grand Prix,glock,virgin,22,21.0,0.0,24.0,0.0,12.0,18,0.0,+3 Laps,0,0,0
341,2010,5,4,Spanish Grand Prix,grassi,virgin,23,22.0,0.0,21.0,0.0,12.0,19,0.0,+4 Laps,0,0,0
341,2010,5,4,Spanish Grand Prix,buemi,toro_rosso,14,15.0,0.0,16.0,3.0,8.0,20,0.0,Hydraulics,0,0,1
341,2010,5,4,Spanish Grand Prix,chandhok,hrt,24,23.0,0.0,20.0,0.0,11.0,21,0.0,Suspension,0,0,1
341,2010,5,4,Spanish Grand Prix,rosa,sauber,12,12.0,0.0,17.0,0.0,9.0,22,0.0,Collision,0,0,1
341,2010,5,4,Spanish Grand Prix,bruno_senna,hrt,21,24.0,0.0,22.0,0.0,11.0,23,0.0,Accident,0,0,1
341,2010,5,4,Spanish Grand Prix,kovalainen,lotus_racing,20,20.0,0.0,19.0,0.0,10.0,24,0.0,Gearbox,0,0,1
342,2010,6,6,Monaco Grand Prix,webber,red_bull,1,1.0,78.0,1.0,156.0,1.0,1,25.0,Finished,1,1,0
342,2010,6,6,Monaco Grand Prix,vettel,red_bull,3,3.0,78.0,2.0,156.0,1.0,2,18.0,Finished,0,1,0
342,2010,6,6,Monaco Grand Prix,kubica,renault,2,2.0,59.0,6.0,65.0,5.0,3,15.0,Finished,0,1,0
342,2010,6,6,Monaco Grand Prix,massa,ferrari,4,4.0,61.0,5.0,136.0,2.0,4,12.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,hamilton,mclaren,5,5.0,59.0,7.0,129.0,3.0,5,10.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,alonso,ferrari,24,24.0,75.0,3.0,136.0,2.0,6,8.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,rosberg,mercedes,6,6.0,56.0,8.0,78.0,4.0,7,6.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,sutil,force_india,12,12.0,20.0,10.0,30.0,6.0,8,4.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,liuzzi,force_india,10,10.0,10.0,11.0,30.0,6.0,9,2.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,buemi,toro_rosso,13,13.0,1.0,15.0,4.0,8.0,10,1.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,alguersuari,toro_rosso,17,17.0,3.0,14.0,4.0,8.0,11,0.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,michael_schumacher,mercedes,7,7.0,22.0,9.0,78.0,4.0,12,0.0,Finished,0,0,0
342,2010,6,6,Monaco Grand Prix,petrov,renault,14,14.0,6.0,13.0,65.0,5.0,13,0.0,Brakes,0,0,1
342,2010,6,6,Monaco Grand Prix,chandhok,hrt,23,23.0,0.0,20.0,0.0,11.0,14,0.0,Collision,0,0,1
342,2010,6,6,Monaco Grand Prix,trulli,lotus_racing,19,19.0,0.0,22.0,0.0,10.0,15,0.0,Collision,0,0,1
342,2010,6,6,Monaco Grand Prix,kovalainen,lotus_racing,18,18.0,0.0,19.0,0.0,10.0,16,0.0,Steering,0,0,1
342,2010,6,6,Monaco Grand Prix,bruno_senna,hrt,22,22.0,0.0,23.0,0.0,11.0,17,0.0,Hydraulics,0,0,1
342,2010,6,6,Monaco Grand Prix,barrichello,williams,9,9.0,7.0,12.0,8.0,7.0,18,0.0,Suspension,0,0,1
342,2010,6,6,Monaco Grand Prix,kobayashi,sauber,16,16.0,0.0,18.0,0.0,9.0,19,0.0,Gearbox,0,0,1
342,2010,6,6,Monaco Grand Prix,grassi,virgin,21,21.0,0.0,21.0,0.0,12.0,20,0.0,Wheel,0,0,1
342,2010,6,6,Monaco Grand Prix,glock,virgin,20,20.0,0.0,24.0,0.0,12.0,21,0.0,Track rod,0,0,1
342,2010,6,6,Monaco Grand Prix,rosa,sauber,15,15.0,0.0,17.0,0.0,9.0,22,0.0,Hydraulics,0,0,1
342,2010,6,6,Monaco Grand Prix,button,mclaren,8,8.0,70.0,4.0,129.0,3.0,23,0.0,Engine,0,0,1
342,2010,6,6,Monaco Grand Prix,hulkenberg,williams,11,11.0,1.0,16.0,8.0,7.0,24,0.0,Front wing,0,0,1
343,2010,7,5,Turkish Grand Prix,hamilton,mclaren,2,2.0,84.0,3.0,172.0,1.0,1,25.0,Finished,1,1,0
343,2010,7,5,Turkish Grand Prix,button,mclaren,4,4.0,88.0,2.0,172.0,1.0,2,18.0,Finished,0,1,0
343,2010,7,5,Turkish Grand Prix,webber,red_bull,1,1.0,93.0,1.0,171.0,2.0,3,15.0,Finished,0,1,0
343,2010,7,5,Turkish Grand Prix,michael_schumacher,mercedes,5,5.0,34.0,9.0,100.0,4.0,4,12.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,rosberg,mercedes,6,6.0,66.0,8.0,100.0,4.0,5,10.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,kubica,renault,7,7.0,67.0,6.0,73.0,5.0,6,8.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,massa,ferrari,8,8.0,67.0,7.0,146.0,3.0,7,6.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,alonso,ferrari,12,12.0,79.0,4.0,146.0,3.0,8,4.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,sutil,force_india,11,11.0,22.0,10.0,32.0,6.0,9,2.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,kobayashi,sauber,10,10.0,1.0,16.0,1.0,9.0,10,1.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,rosa,sauber,13,13.0,0.0,18.0,1.0,9.0,11,0.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,alguersuari,toro_rosso,16,16.0,3.0,14.0,4.0,8.0,12,0.0,Finished,0,0,0
343,2010,7,5,Turkish Grand Prix,liuzzi,force_india,18,18.0,10.0,11.0,32.0,6.0,13,0.0,+1 Lap,0,0,0
343,2010,7,5,Turkish Grand Prix,barrichello,williams,15,15.0,7.0,12.0,8.0,7.0,14,0.0,+1 Lap,0,0,0
343,2010,7,5,Turkish Grand Prix,petrov,renault,9,9.0,6.0,13.0,73.0,5.0,15,0.0,+1 Lap,0,0,0
343,2010,7,5,Turkish Grand Prix,buemi,toro_rosso,14,14.0,1.0,15.0,4.0,8.0,16,0.0,+1 Lap,0,0,0
343,2010,7,5,Turkish Grand Prix,hulkenberg,williams,17,17.0,1.0,17.0,8.0,7.0,17,0.0,+1 Lap,0,0,0
343,2010,7,5,Turkish Grand Prix,glock,virgin,21,21.0,0.0,24.0,0.0,12.0,18,0.0,+3 Laps,0,0,0
343,2010,7,5,Turkish Grand Prix,grassi,virgin,23,23.0,0.0,21.0,0.0,12.0,19,0.0,+3 Laps,0,0,0
343,2010,7,5,Turkish Grand Prix,chandhok,hrt,24,24.0,0.0,20.0,0.0,11.0,20,0.0,Fuel pump,0,0,1
343,2010,7,5,Turkish Grand Prix,bruno_senna,hrt,22,22.0,0.0,23.0,0.0,11.0,21,0.0,Fuel pressure,0,0,1
343,2010,7,5,Turkish Grand Prix,vettel,red_bull,3,3.0,78.0,5.0,171.0,2.0,22,0.0,Collision,0,0,1
343,2010,7,5,Turkish Grand Prix,kovalainen,lotus_racing,20,20.0,0.0,19.0,0.0,10.0,23,0.0,Hydraulics,0,0,1
343,2010,7,5,Turkish Grand Prix,trulli,lotus_racing,19,19.0,0.0,22.0,0.0,10.0,24,0.0,Hydraulics,0,0,1
344,2010,8,7,Canadian Grand Prix,hamilton,mclaren,1,1.0,109.0,1.0,215.0,1.0,1,25.0,Finished,1,1,0
344,2010,8,7,Canadian Grand Prix,button,mclaren,4,5.0,106.0,2.0,215.0,1.0,2,18.0,Finished,0,1,0
344,2010,8,7,Canadian Grand Prix,alonso,ferrari,3,4.0,94.0,4.0,161.0,3.0,3,15.0,Finished,0,1,0
344,2010,8,7,Canadian Grand Prix,vettel,red_bull,2,3.0,90.0,5.0,193.0,2.0,4,12.0,Finished,0,0,0
344,2010,8,7,Canadian Grand Prix,webber,red_bull,7,2.0,103.0,3.0,193.0,2.0,5,10.0,Finished,0,0,0
344,2010,8,7,Canadian Grand Prix,rosberg,mercedes,10,10.0,74.0,6.0,108.0,4.0,6,8.0,Finished,0,0,0
344,2010,8,7,Canadian Grand Prix,kubica,renault,8,8.0,73.0,7.0,79.0,5.0,7,6.0,Finished,0,0,0
344,2010,8,7,Canadian Grand Prix,buemi,toro_rosso,15,15.0,5.0,14.0,8.0,7.0,8,4.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,liuzzi,force_india,5,6.0,12.0,11.0,35.0,6.0,9,2.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,sutil,force_india,9,9.0,23.0,10.0,35.0,6.0,10,1.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,michael_schumacher,mercedes,13,13.0,34.0,9.0,108.0,4.0,11,0.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,alguersuari,toro_rosso,16,16.0,3.0,15.0,8.0,7.0,12,0.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,hulkenberg,williams,12,12.0,1.0,17.0,8.0,8.0,13,0.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,barrichello,williams,11,11.0,7.0,12.0,8.0,8.0,14,0.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,massa,ferrari,6,7.0,67.0,8.0,161.0,3.0,15,0.0,+1 Lap,0,0,0
344,2010,8,7,Canadian Grand Prix,kovalainen,lotus_racing,19,19.0,0.0,19.0,0.0,10.0,16,0.0,+2 Laps,0,0,0
344,2010,8,7,Canadian Grand Prix,petrov,renault,14,14.0,6.0,13.0,79.0,5.0,17,0.0,+2 Laps,0,0,0
344,2010,8,7,Canadian Grand Prix,chandhok,hrt,24,24.0,0.0,20.0,0.0,11.0,18,0.0,+4 Laps,0,0,0
344,2010,8,7,Canadian Grand Prix,grassi,virgin,23,23.0,0.0,21.0,0.0,12.0,19,0.0,+5 Laps,0,0,0
344,2010,8,7,Canadian Grand Prix,glock,virgin,21,21.0,0.0,24.0,0.0,12.0,20,0.0,Mechanical,0,0,1
344,2010,8,7,Canadian Grand Prix,trulli,lotus_racing,20,20.0,0.0,22.0,0.0,10.0,21,0.0,Brakes,0,0,1
344,2010,8,7,Canadian Grand Prix,rosa,sauber,17,17.0,0.0,18.0,1.0,9.0,22,0.0,Engine,0,0,1
344,2010,8,7,Canadian Grand Prix,bruno_senna,hrt,22,22.0,0.0,23.0,0.0,11.0,23,0.0,Hydraulics,0,0,1
344,2010,8,7,Canadian Grand Prix,kobayashi,sauber,18,18.0,1.0,16.0,1.0,9.0,24,0.0,Accident,0,0,1
345,2010,9,12,European Grand Prix,vettel,red_bull,1,1.0,115.0,3.0,218.0,2.0,1,25.0,Finished,1,1,0
345,2010,9,12,European Grand Prix,hamilton,mclaren,3,3.0,127.0,1.0,248.0,1.0,2,18.0,Finished,0,1,0
345,2010,9,12,European Grand Prix,button,mclaren,7,7.0,121.0,2.0,248.0,1.0,3,15.0,Finished,0,1,0
345,2010,9,12,European Grand Prix,barrichello,williams,9,9.0,19.0,11.0,20.0,7.0,4,12.0,Finished,0,0,0
345,2010,9,12,European Grand Prix,kubica,renault,6,6.0,83.0,6.0,89.0,5.0,5,10.0,Finished,0,0,0
345,2010,9,12,European Grand Prix,sutil,force_india,13,13.0,31.0,10.0,43.0,6.0,6,8.0,Finished,0,0,0
345,2010,9,12,European Grand Prix,kobayashi,sauber,18,18.0,7.0,13.0,7.0,9.0,7,6.0,Finished,0,0,0
345,2010,9,12,European Grand Prix,alonso,ferrari,4,4.0,98.0,5.0,165.0,3.0,8,4.0,Finished,0,0,0
345,2010,9,12,European Grand Prix,buemi,toro_rosso,11,11.0,7.0,14.0,10.0,8.0,9,2.0,Finished,0,0,0
345,2010,9,12,European Grand Prix,rosberg,mercedes,12,12.0,75.0,7.0,109.0,4.0,10,1.0,Finished,0,0,0
345,2010,9,12,European Grand Prix,massa,ferrari,5,5.0,67.0,8.0,165.0,3.0,11,0.0,Finished,0,0,0
